id,global_id,name,ward_code,number_of_students,number_of_teachers,sub_type,management,education_type,category,timestamp,lga_name,lga_code,state_code,state_name,longitude,latitude
883556,040ad70c-f40b-4cf8-8789-31b0e59791d0,Tilas Primary School,11201,,,Primary,Unknown,Formal,Primary,2020-12-11T13:55:42Z,Hawul,112,BR,Borno,12.24872603582447,10.50640583446814
883557,61d3ede7-48c4-4686-8b05-f1989a2b5419,Primary School Tsahuyam,11207,,,Primary,Unknown,Formal,Primary,2020-12-11T13:48:49Z,Hawul,112,BR,Borno,12.10706469178184,10.461507234095764
883558,4c874acf-2b27-443a-9550-412c09490278,Tsanthan Primary School,11202,,,Primary,Unknown,Formal,Primary,2020-12-11T13:55:42Z,Hawul,112,BR,Borno,12.13770610252645,10.578071377393623
883559,415067df-7298-436f-973a-ed38418270bc,Vina Dam Primary School,11202,,,Primary,Unknown,Formal,Primary,2020-12-11T13:59:55Z,Hawul,112,BR,Borno,12.050453292154224,10.5875662149468
883560,d7efd318-045e-48d2-bba2-f40600bf4e7e,Wadar Primary School,11201,,,Primary,Unknown,Formal,Primary,2020-12-11T13:59:55Z,Hawul,112,BR,Borno,12.27741638295212,10.488268231010736
883561,9787754b-af24-4af8-91e3-805ec8ce8cec,Yamaltamta Primary School,11205,,,Primary,Unknown,Formal,Primary,2020-12-11T13:59:55Z,Hawul,112,BR,Borno,12.315047088324423,10.623838331063713
883562,6d030880-aa22-4b72-88d1-a5937039413b,Yeraa Central Primary School,11210,,,Primary,Unknown,Formal,Primary,2020-12-11T13:59:55Z,Hawul,112,BR,Borno,12.303523594813884,10.467491030265972
883563,ae84c806-c117-4daf-a2a1-66c26579515c,Ali Dawuri Primary School,11306,,,Primary,Unknown,Formal,Primary,2020-12-11T14:02:06Z,Jere,113,BR,Borno,13.1473643001862,11.765394848670178
883564,648ad7e1-dad0-4e52-b1d2-25eec2cac4eb,Amarmatti Primary School,11905,,,Primary,Unknown,Formal,Primary,2020-12-11T14:02:06Z,Mafa,119,BR,Borno,13.293548454601057,11.931099977766008
883565,a7e5e670-cc69-4720-9b3f-c19704a55268,Dala Lawanti Primary School,11312,,,Primary,Unknown,Formal,Primary,2020-12-11T14:02:06Z,Jere,113,BR,Borno,13.092367300797743,11.811526573191443
883566,bf6fdb16-d5ad-4eb9-8b94-949a88189d1e,Dusuman Primary School,11307,,,Primary,Unknown,Formal,Primary,2020-12-11T14:02:06Z,Jere,113,BR,Borno,13.261329641755346,11.908179619521354
883567,90a64ebd-45b8-495c-8ff3-2ac563d62cee,Femari Primary School,11310,,,Primary,Unknown,Formal,Primary,2020-12-11T14:02:06Z,Jere,113,BR,Borno,13.198271976529272,11.970621041382968
